"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","DateTime"
"66709","1/2/2007","01:12:00",0.258,0,242.66,1,0,0,0,2007-02-01 01:12:00
"66710","1/2/2007","01:13:00",0.226,0,242.99,1,0,0,0,2007-02-01 01:13:00
"66711","1/2/2007","01:14:00",0.228,0,243.53,1,0,0,0,2007-02-01 01:14:00
"66712","1/2/2007","01:15:00",0.316,0.088,243.12,1.4,0,0,0,2007-02-01 01:15:00
"66713","1/2/2007","01:16:00",0.434,0.252,242.83,2.2,0,0,0,2007-02-01 01:16:00
"66714","1/2/2007","01:17:00",0.418,0.254,243.08,2,0,2,0,2007-02-01 01:17:00
"66715","1/2/2007","01:18:00",0.414,0.254,243.35,2,0,1,0,2007-02-01 01:18:00
"66716","1/2/2007","01:19:00",0.412,0.252,242.71,2,0,1,0,2007-02-01 01:19:00
"66717","1/2/2007","01:20:00",0.41,0.246,241.63,2,0,2,0,2007-02-01 01:20:00
"66718","1/2/2007","01:21:00",0.408,0.246,241.86,2,0,1,0,2007-02-01 01:21:00
"66719","1/2/2007","01:22:00",0.408,0.248,242.17,2,0,2,0,2007-02-01 01:22:00
"66720","1/2/2007","01:23:00",0.404,0.244,241.7,2,0,1,0,2007-02-01 01:23:00
"66721","1/2/2007","01:24:00",0.402,0.242,241.14,1.8,0,1,0,2007-02-01 01:24:00
"66722","1/2/2007","01:25:00",0.402,0.244,241.41,1.8,0,2,0,2007-02-01 01:25:00
"66723","1/2/2007","01:26:00",0.402,0.246,241.95,1.8,0,1,0,2007-02-01 01:26:00
"66724","1/2/2007","01:27:00",0.402,0.248,242.36,1.8,0,2,0,2007-02-01 01:27:00
"66725","1/2/2007","01:28:00",0.402,0.25,242.6,1.8,0,1,0,2007-02-01 01:28:00
"66726","1/2/2007","01:29:00",0.398,0.246,242.11,1.8,0,1,0,2007-02-01 01:29:00
"66727","1/2/2007","01:30:00",0.336,0.156,241.88,1.6,0,2,0,2007-02-01 01:30:00
"66728","1/2/2007","01:31:00",0.3,0.104,240.78,1.2,0,1,0,2007-02-01 01:31:00
"66729","1/2/2007","01:32:00",0.3,0.104,240.68,1.2,0,1,0,2007-02-01 01:32:00
"66730","1/2/2007","01:33:00",0.3,0.106,240.87,1.2,0,2,0,2007-02-01 01:33:00
"66731","1/2/2007","01:34:00",0.298,0.106,241,1.2,0,1,0,2007-02-01 01:34:00
"66732","1/2/2007","01:35:00",0.298,0.106,240.97,1.2,0,1,0,2007-02-01 01:35:00
"66733","1/2/2007","01:36:00",0.298,0.106,241.09,1.2,0,1,0,2007-02-01 01:36:00
"66734","1/2/2007","01:37:00",0.298,0.106,241.1,1.2,0,2,0,2007-02-01 01:37:00
"66735","1/2/2007","01:38:00",0.298,0.106,241.21,1.2,0,1,0,2007-02-01 01:38:00
"66736","1/2/2007","01:39:00",0.296,0.106,241.27,1.2,0,1,0,2007-02-01 01:39:00
"66737","1/2/2007","01:40:00",0.296,0.108,241.4,1.2,0,1,0,2007-02-01 01:40:00
"66738","1/2/2007","01:41:00",0.296,0.108,241.61,1.2,0,1,0,2007-02-01 01:41:00
"66739","1/2/2007","01:42:00",0.296,0.106,241.37,1.2,0,2,0,2007-02-01 01:42:00
"66740","1/2/2007","01:43:00",0.294,0.106,240.99,1.2,0,1,0,2007-02-01 01:43:00
"66741","1/2/2007","01:44:00",0.294,0.106,241.27,1.2,0,1,0,2007-02-01 01:44:00
"66742","1/2/2007","01:45:00",0.242,0,241.26,1,0,0,0,2007-02-01 01:45:00
"66743","1/2/2007","01:46:00",0.224,0,241.76,1,0,0,0,2007-02-01 01:46:00
"66744","1/2/2007","01:47:00",0.224,0,242.38,1,0,0,0,2007-02-01 01:47:00
"66745","1/2/2007","01:48:00",0.224,0,242.15,1,0,0,0,2007-02-01 01:48:00
"66746","1/2/2007","01:49:00",0.288,0.05,241.69,1.4,0,0,0,2007-02-01 01:49:00
"66747","1/2/2007","01:50:00",0.298,0.088,241.02,1.2,0,0,0,2007-02-01 01:50:00
"66748","1/2/2007","01:51:00",0.298,0.088,240.75,1.2,0,0,0,2007-02-01 01:51:00
"66749","1/2/2007","01:52:00",0.298,0.088,241.06,1.2,0,0,0,2007-02-01 01:52:00
"66750","1/2/2007","01:53:00",0.3,0.09,241.57,1.2,0,0,0,2007-02-01 01:53:00
"66751","1/2/2007","01:54:00",0.3,0.094,242.29,1.2,0,0,0,2007-02-01 01:54:00
"66752","1/2/2007","01:55:00",0.3,0.096,242.77,1.2,0,0,0,2007-02-01 01:55:00
"66753","1/2/2007","01:56:00",0.386,0.19,242.48,1.8,0,0,0,2007-02-01 01:56:00
"66754","1/2/2007","01:57:00",0.406,0.228,242.24,1.8,0,0,0,2007-02-01 01:57:00
"66755","1/2/2007","01:58:00",0.398,0.222,242.11,1.8,0,0,0,2007-02-01 01:58:00
"66756","1/2/2007","01:59:00",0.326,0.116,240.55,1.4,0,0,0,2007-02-01 01:59:00
"66757","1/2/2007","02:00:00",0.324,0.116,240.33,1.4,0,0,0,2007-02-01 02:00:00
"66758","1/2/2007","02:01:00",0.328,0.126,242.57,1.4,0,0,0,2007-02-01 02:01:00
"66759","1/2/2007","02:02:00",0.328,0.13,243.12,1.4,0,0,0,2007-02-01 02:02:00
"66760","1/2/2007","02:03:00",0.326,0.128,243.05,1.4,0,0,0,2007-02-01 02:03:00
"66761","1/2/2007","02:04:00",0.324,0.128,243.09,1.4,0,0,0,2007-02-01 02:04:00
"66762","1/2/2007","02:05:00",0.322,0.124,242.07,1.4,0,0,0,2007-02-01 02:05:00
"66763","1/2/2007","02:06:00",0.322,0.124,242.21,1.4,0,0,0,2007-02-01 02:06:00
"66764","1/2/2007","02:07:00",0.322,0.126,242.47,1.4,0,0,0,2007-02-01 02:07:00
"66765","1/2/2007","02:08:00",0.322,0.126,242.57,1.4,0,0,0,2007-02-01 02:08:00
"66766","1/2/2007","02:09:00",0.322,0.128,243.08,1.4,0,0,0,2007-02-01 02:09:00
"66767","1/2/2007","02:10:00",0.322,0.13,243.28,1.4,0,0,0,2007-02-01 02:10:00
"66768","1/2/2007","02:11:00",0.242,0,243.52,1,0,0,0,2007-02-01 02:11:00
"66769","1/2/2007","02:12:00",0.228,0,244.09,1,0,0,0,2007-02-01 02:12:00
"66770","1/2/2007","02:13:00",0.228,0,244.02,1,0,0,0,2007-02-01 02:13:00
"66771","1/2/2007","02:14:00",0.228,0,244.02,1,0,0,0,2007-02-01 02:14:00
"66772","1/2/2007","02:15:00",0.226,0,243.25,1,0,0,0,2007-02-01 02:15:00
"66773","1/2/2007","02:16:00",0.226,0,243.06,1,0,0,0,2007-02-01 02:16:00
"66774","1/2/2007","02:17:00",0.228,0,243.38,1,0,0,0,2007-02-01 02:17:00
"66775","1/2/2007","02:18:00",0.228,0,243.91,1,0,0,0,2007-02-01 02:18:00
"66776","1/2/2007","02:19:00",0.228,0,243.93,1,0,0,0,2007-02-01 02:19:00
"66777","1/2/2007","02:20:00",0.228,0,243.55,1,0,0,0,2007-02-01 02:20:00
"66778","1/2/2007","02:21:00",0.228,0,243.45,1,0,0,0,2007-02-01 02:21:00
"66779","1/2/2007","02:22:00",0.226,0,242.42,1,0,0,0,2007-02-01 02:22:00
"66780","1/2/2007","02:23:00",0.226,0,243.14,1,0,0,0,2007-02-01 02:23:00
"66781","1/2/2007","02:24:00",0.228,0,243.37,1,0,0,0,2007-02-01 02:24:00
"66782","1/2/2007","02:25:00",0.228,0,243.53,1,0,0,0,2007-02-01 02:25:00
"66783","1/2/2007","02:26:00",0.226,0,243.22,1,0,0,0,2007-02-01 02:26:00
"66784","1/2/2007","02:27:00",0.228,0,243.57,1,0,0,0,2007-02-01 02:27:00
"66785","1/2/2007","02:28:00",0.228,0,243.76,1,0,0,0,2007-02-01 02:28:00
"66786","1/2/2007","02:29:00",0.226,0,243.36,1,0,0,0,2007-02-01 02:29:00
"66787","1/2/2007","02:30:00",0.226,0,243.17,1,0,0,0,2007-02-01 02:30:00
"66788","1/2/2007","02:31:00",0.228,0,243.58,1,0,0,0,2007-02-01 02:31:00
"66789","1/2/2007","02:32:00",0.228,0,244.1,1,0,0,0,2007-02-01 02:32:00
"66790","1/2/2007","02:33:00",0.23,0,244.55,1,0,0,0,2007-02-01 02:33:00
"66791","1/2/2007","02:34:00",0.23,0,244.98,1,0,0,0,2007-02-01 02:34:00
"66792","1/2/2007","02:35:00",0.228,0,244.36,1,0,0,0,2007-02-01 02:35:00
"66793","1/2/2007","02:36:00",0.292,0.06,244.42,1.4,0,0,0,2007-02-01 02:36:00
"66794","1/2/2007","02:37:00",0.388,0.19,243.85,1.8,0,0,0,2007-02-01 02:37:00
"66795","1/2/2007","02:38:00",0.416,0.238,243.83,2,0,0,0,2007-02-01 02:38:00
"66796","1/2/2007","02:39:00",0.416,0.244,243.73,2,0,0,0,2007-02-01 02:39:00
"66797","1/2/2007","02:40:00",0.436,0.276,244.66,2,0,0,0,2007-02-01 02:40:00
"66798","1/2/2007","02:41:00",0.436,0.28,245.02,2,0,0,0,2007-02-01 02:41:00
"66799","1/2/2007","02:42:00",0.432,0.28,245.06,2,0,0,0,2007-02-01 02:42:00
"66800","1/2/2007","02:43:00",0.426,0.272,244.04,2,0,0,0,2007-02-01 02:43:00
"66801","1/2/2007","02:44:00",0.424,0.27,243.58,2,0,0,0,2007-02-01 02:44:00
"66802","1/2/2007","02:45:00",0.42,0.268,243.42,2,0,0,0,2007-02-01 02:45:00
"66803","1/2/2007","02:46:00",0.35,0.16,243.19,1.6,0,0,0,2007-02-01 02:46:00
"66804","1/2/2007","02:47:00",0.35,0.164,243.9,1.6,0,0,0,2007-02-01 02:47:00
"66805","1/2/2007","02:48:00",0.348,0.162,243.6,1.6,0,0,0,2007-02-01 02:48:00
"66806","1/2/2007","02:49:00",0.346,0.16,243.04,1.6,0,0,0,2007-02-01 02:49:00
"66807","1/2/2007","02:50:00",0.346,0.162,243.44,1.6,0,0,0,2007-02-01 02:50:00
"66808","1/2/2007","02:51:00",0.346,0.162,243.35,1.6,0,0,0,2007-02-01 02:51:00
"66809","1/2/2007","02:52:00",0.256,0,243.34,1,0,0,0,2007-02-01 02:52:00
"66810","1/2/2007","02:53:00",0.252,0,243.21,1,0,0,0,2007-02-01 02:53:00
"66811","1/2/2007","02:54:00",0.252,0,242.96,1,0,0,0,2007-02-01 02:54:00
"66812","1/2/2007","02:55:00",0.252,0,243.33,1,0,0,0,2007-02-01 02:55:00
"66813","1/2/2007","02:56:00",0.252,0,243.16,1,0,0,0,2007-02-01 02:56:00
"66814","1/2/2007","02:57:00",0.25,0,242.77,1,0,0,0,2007-02-01 02:57:00
"66815","1/2/2007","02:58:00",0.252,0,243.36,1,0,0,0,2007-02-01 02:58:00
"66816","1/2/2007","02:59:00",0.252,0,243.38,1,0,0,0,2007-02-01 02:59:00
"66817","1/2/2007","03:00:00",0.252,0,243.5,1,0,0,0,2007-02-01 03:00:00
"66818","1/2/2007","03:01:00",0.252,0,243.57,1,0,0,0,2007-02-01 03:01:00
"66819","1/2/2007","03:02:00",0.254,0,244.24,1,0,0,0,2007-02-01 03:02:00
"66820","1/2/2007","03:03:00",0.254,0,244.22,1,0,0,0,2007-02-01 03:03:00
"66821","1/2/2007","03:04:00",0.254,0,243.99,1,0,0,0,2007-02-01 03:04:00
"66822","1/2/2007","03:05:00",0.252,0,243.44,1,0,0,0,2007-02-01 03:05:00
"66823","1/2/2007","03:06:00",0.252,0,243.4,1,0,0,0,2007-02-01 03:06:00
"66824","1/2/2007","03:07:00",0.252,0,243.49,1,0,0,0,2007-02-01 03:07:00
"66825","1/2/2007","03:08:00",0.252,0,243.55,1,0,0,0,2007-02-01 03:08:00
"66826","1/2/2007","03:09:00",0.252,0,243.19,1,0,0,0,2007-02-01 03:09:00
"66827","1/2/2007","03:10:00",0.254,0,243.74,1,0,0,0,2007-02-01 03:10:00
"66828","1/2/2007","03:11:00",0.254,0,244.11,1,0,0,0,2007-02-01 03:11:00
"66829","1/2/2007","03:12:00",0.25,0,242.84,1,0,0,0,2007-02-01 03:12:00
"66830","1/2/2007","03:13:00",0.25,0,242.81,1,0,0,0,2007-02-01 03:13:00
"66831","1/2/2007","03:14:00",0.25,0,242.48,1,0,0,0,2007-02-01 03:14:00
"66832","1/2/2007","03:15:00",0.25,0,242.5,1,0,0,0,2007-02-01 03:15:00
"66833","1/2/2007","03:16:00",0.25,0,242.76,1,0,0,0,2007-02-01 03:16:00
"66834","1/2/2007","03:17:00",0.25,0,242.92,1,0,0,0,2007-02-01 03:17:00
"66835","1/2/2007","03:18:00",0.368,0.15,242.49,1.6,0,0,0,2007-02-01 03:18:00
"66836","1/2/2007","03:19:00",0.36,0.158,242.86,1.6,0,0,0,2007-02-01 03:19:00
"66837","1/2/2007","03:20:00",0.358,0.162,243.33,1.6,0,0,0,2007-02-01 03:20:00
"66838","1/2/2007","03:21:00",0.358,0.162,243.53,1.6,0,0,0,2007-02-01 03:21:00
"66839","1/2/2007","03:22:00",0.356,0.162,243.44,1.6,0,0,0,2007-02-01 03:22:00
"66840","1/2/2007","03:23:00",0.386,0.184,243.53,1.8,0,0,0,2007-02-01 03:23:00
"66841","1/2/2007","03:24:00",0.406,0.234,243,1.8,0,0,0,2007-02-01 03:24:00
"66842","1/2/2007","03:25:00",0.404,0.238,243.8,1.8,0,0,0,2007-02-01 03:25:00
"66843","1/2/2007","03:26:00",0.402,0.236,243.5,1.8,0,0,0,2007-02-01 03:26:00
"66844","1/2/2007","03:27:00",0.4,0.234,243.13,1.8,0,0,0,2007-02-01 03:27:00
"66845","1/2/2007","03:28:00",0.4,0.234,243.34,1.8,0,0,0,2007-02-01 03:28:00
"66846","1/2/2007","03:29:00",0.398,0.236,243.51,1.8,0,0,0,2007-02-01 03:29:00
"66847","1/2/2007","03:30:00",0.396,0.238,243.86,1.8,0,0,0,2007-02-01 03:30:00
"66848","1/2/2007","03:31:00",0.392,0.234,243.03,1.8,0,0,0,2007-02-01 03:31:00
"66849","1/2/2007","03:32:00",0.346,0.166,242.99,1.6,0,0,0,2007-02-01 03:32:00
"66850","1/2/2007","03:33:00",0.258,0,243.12,1,0,0,0,2007-02-01 03:33:00
"66851","1/2/2007","03:34:00",0.224,0,242.06,1,0,0,0,2007-02-01 03:34:00
"66852","1/2/2007","03:35:00",0.224,0,241.77,1,0,0,0,2007-02-01 03:35:00
"66853","1/2/2007","03:36:00",0.226,0,242.34,1,0,0,0,2007-02-01 03:36:00
"66854","1/2/2007","03:37:00",0.228,0,243.26,1,0,0,0,2007-02-01 03:37:00
"66855","1/2/2007","03:38:00",0.228,0,243.71,1,0,0,0,2007-02-01 03:38:00
"66856","1/2/2007","03:39:00",0.23,0,244.83,1,0,0,0,2007-02-01 03:39:00
"66857","1/2/2007","03:40:00",0.23,0,244.69,1,0,0,0,2007-02-01 03:40:00
"66858","1/2/2007","03:41:00",0.23,0,244.55,1,0,0,0,2007-02-01 03:41:00
"66859","1/2/2007","03:42:00",0.23,0,244.38,1,0,0,0,2007-02-01 03:42:00
"66860","1/2/2007","03:43:00",0.23,0,244.4,1,0,0,0,2007-02-01 03:43:00
"66861","1/2/2007","03:44:00",0.228,0,244.16,1,0,0,0,2007-02-01 03:44:00
"66862","1/2/2007","03:45:00",0.268,0,244.21,1.4,0,0,0,2007-02-01 03:45:00
"66863","1/2/2007","03:46:00",0.312,0.12,244.13,1.4,0,1,0,2007-02-01 03:46:00
"66864","1/2/2007","03:47:00",0.312,0.12,244.22,1.4,0,1,0,2007-02-01 03:47:00
"66865","1/2/2007","03:48:00",0.312,0.118,243.96,1.4,0,2,0,2007-02-01 03:48:00
"66866","1/2/2007","03:49:00",0.312,0.116,243.48,1.4,0,1,0,2007-02-01 03:49:00
"66867","1/2/2007","03:50:00",0.312,0.118,243.84,1.4,0,2,0,2007-02-01 03:50:00
"66868","1/2/2007","03:51:00",0.314,0.12,243.92,1.4,0,1,0,2007-02-01 03:51:00
"66869","1/2/2007","03:52:00",0.314,0.122,244.5,1.4,0,1,0,2007-02-01 03:52:00
"66870","1/2/2007","03:53:00",0.314,0.122,244.6,1.4,0,2,0,2007-02-01 03:53:00
"66871","1/2/2007","03:54:00",0.314,0.122,244.56,1.4,0,1,0,2007-02-01 03:54:00
"66872","1/2/2007","03:55:00",0.312,0.12,243.91,1.4,0,2,0,2007-02-01 03:55:00
"66873","1/2/2007","03:56:00",0.31,0.116,243.55,1.4,0,1,0,2007-02-01 03:56:00
"66874","1/2/2007","03:57:00",0.31,0.116,243.58,1.4,0,1,0,2007-02-01 03:57:00
"66875","1/2/2007","03:58:00",0.308,0.112,242.74,1.4,0,2,0,2007-02-01 03:58:00
"66876","1/2/2007","03:59:00",0.412,0.228,242.72,2,0,1,0,2007-02-01 03:59:00
"66877","1/2/2007","04:00:00",0.416,0.25,242.71,2,0,1,0,2007-02-01 04:00:00
"66878","1/2/2007","04:01:00",0.41,0.248,242.32,2,0,2,0,2007-02-01 04:01:00
"66879","1/2/2007","04:02:00",0.408,0.248,242.36,2,0,1,0,2007-02-01 04:02:00
"66880","1/2/2007","04:03:00",0.406,0.246,242.12,2,0,1,0,2007-02-01 04:03:00
"66881","1/2/2007","04:04:00",0.404,0.248,242.18,2,0,2,0,2007-02-01 04:04:00
"66882","1/2/2007","04:05:00",0.402,0.248,242.22,1.8,0,1,0,2007-02-01 04:05:00
"66883","1/2/2007","04:06:00",0.4,0.246,241.98,1.8,0,1,0,2007-02-01 04:06:00
"66884","1/2/2007","04:07:00",0.398,0.246,242.09,1.8,0,1,0,2007-02-01 04:07:00
"66885","1/2/2007","04:08:00",0.396,0.246,241.92,1.8,0,1,0,2007-02-01 04:08:00
"66886","1/2/2007","04:09:00",0.396,0.25,242.61,1.8,0,2,0,2007-02-01 04:09:00
"66887","1/2/2007","04:10:00",0.396,0.252,242.99,1.8,0,1,0,2007-02-01 04:10:00
"66888","1/2/2007","04:11:00",0.432,0.28,243.06,2.2,0,1,0,2007-02-01 04:11:00
"66889","1/2/2007","04:12:00",0.47,0.358,242.94,2.4,0,1,0,2007-02-01 04:12:00
"66890","1/2/2007","04:13:00",0.428,0.296,243.07,2.2,0,2,0,2007-02-01 04:13:00
"66891","1/2/2007","04:14:00",0.348,0.17,242.85,1.6,0,0,0,2007-02-01 04:14:00
"66892","1/2/2007","04:15:00",0.304,0.094,242.73,1.2,0,0,0,2007-02-01 04:15:00
"66893","1/2/2007","04:16:00",0.302,0.094,242.65,1.2,0,0,0,2007-02-01 04:16:00
"66894","1/2/2007","04:17:00",0.302,0.096,243.08,1.2,0,0,0,2007-02-01 04:17:00
"66895","1/2/2007","04:18:00",0.3,0.1,243.6,1.2,0,0,0,2007-02-01 04:18:00
"66896","1/2/2007","04:19:00",0.298,0.096,243.05,1.2,0,0,0,2007-02-01 04:19:00
"66897","1/2/2007","04:20:00",0.292,0.086,243.38,1.2,0,0,0,2007-02-01 04:20:00
"66898","1/2/2007","04:21:00",0.228,0,243.82,1,0,0,0,2007-02-01 04:21:00
"66899","1/2/2007","04:22:00",0.228,0,243.73,1,0,0,0,2007-02-01 04:22:00
"66900","1/2/2007","04:23:00",0.23,0,244.26,1,0,0,0,2007-02-01 04:23:00
"66901","1/2/2007","04:24:00",0.23,0,244.98,1,0,0,0,2007-02-01 04:24:00
"66902","1/2/2007","04:25:00",0.23,0,244.95,1,0,0,0,2007-02-01 04:25:00
"66903","1/2/2007","04:26:00",0.234,0,244.3,1,0,0,0,2007-02-01 04:26:00
"66904","1/2/2007","04:27:00",0.25,0,243.73,1,0,0,0,2007-02-01 04:27:00
"66905","1/2/2007","04:28:00",0.25,0,243.23,1,0,0,0,2007-02-01 04:28:00
"66906","1/2/2007","04:29:00",0.226,0,242.83,1,0,0,0,2007-02-01 04:29:00
"66907","1/2/2007","04:30:00",0.226,0,242.75,1,0,0,0,2007-02-01 04:30:00
"66908","1/2/2007","04:31:00",0.226,0,243,1,0,0,0,2007-02-01 04:31:00
"66909","1/2/2007","04:32:00",0.228,0,243.3,1,0,0,0,2007-02-01 04:32:00
"66910","1/2/2007","04:33:00",0.228,0,243.4,1,0,0,0,2007-02-01 04:33:00
"66911","1/2/2007","04:34:00",0.226,0,242.69,1,0,0,0,2007-02-01 04:34:00
"66912","1/2/2007","04:35:00",0.226,0,242.31,1,0,0,0,2007-02-01 04:35:00
